year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2013,Acura,ILX,Hybrid w/Technology Package,Sedan,automatic,19vde3f7xde302359,ca,5,11007,black,black,american road leasing inc,23600,23500,Wed Jan 07 2015 12:15:00 GMT-0800 (PST)
2012,Acura,MDX,Technology Package,SUV,automatic,2hnyd2h37ch503567,ca,4.3,40857,white,tan,i auto sales inc,29000,29600,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2012,Acura,TL,Base,Sedan,automatic,19uua8f29ca020544,pa,3.7,35412,white,tan,"ahfc/honda lease/trust/hvt, inc. eot acuras",18950,19200,Fri Jan 09 2015 09:00:00 GMT-0800 (PST)
2011,Acura,MDX,Base,SUV,automatic,2hnyd2h63bh508306,il,2.1,63134,black,gray,"ahfc/honda lease/trust/hvt, inc. eot acuras",23300,22000,Thu Jan 08 2015 10:00:00 GMT-0800 (PST)
2009,Acura,MDX,Base,SUV,automatic,2hnyd28609h520603,nc,2.8,106576,white,beige,hendrick acura,15150,15100,Wed Jan 14 2015 06:30:00 GMT-0800 (PST)
2005,Acura,TSX,Base,Sedan,automatic,jh4cl96925c007504,ca,2.7,94276,silver,gray,mercedes benz of laguna niguel,7025,8600,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
1998,Acura,RL,3.5,Sedan,automatic,jh4ka964xwc003871,nc,1.9,1,green,beige,town & country toyota scion,3075,400,Tue Jan 13 2015 10:00:00 GMT-0800 (PST)
2003,Acura,TL,3.2,Sedan,automatic,19uua56723a049135,ma,1.9,125309,gold,tan,boch new to you superstore,2900,1800,Thu Jan 15 2015 10:30:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f48cc012681,ca,3.7,34114,black,black,"ahfc/honda lease trust/hvt, inc. eot",17050,18200,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f47cc006631,tn,4.1,35967,white,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",16350,18400,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2012,Acura,TL,Base,Sedan,automatic,19uua8f21ca016715,tn,3.8,42077,white,beige,"ahfc/honda lease/trust/hvt, inc. eot acuras",18150,18500,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2012,Acura,TL,Base,Sedan,automatic,19uua8f22ca025407,tn,3.9,40974,black,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",18200,18200,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2010,Acura,TL,Base,Sedan,automatic,19uua8f55aa005563,md,3.4,68988,gray,black,capital one auto finance,16700,15200,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2002,Acura,RSX,Base,Hatchback,manual,jh4dc53862c017568,ca,2,1,burgundy,tan,united auto credit/irvine,5900,700,Wed Jan 07 2015 05:30:00 GMT-0800 (PST)
2013,Acura,RDX,Base,SUV,automatic,5j8tb3h3xdl018468,fl,4.3,20640,white,beige,lexus of pembroke pines,25000,24000,Fri Jan 16 2015 01:30:00 GMT-0800 (PST)
2009,Acura,TL,SH-AWD,Sedan,automatic,19uua96549a006477,oh,4.4,117084,black,brown,pauley motor car co preowned vehicles llc,12550,13000,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2007,Acura,MDX,Base,SUV,automatic,2hnyd283x7h523477,pa,3.1,128194,black,black,bobby rahal bmw of south hills,11350,10600,Wed Jan 14 2015 01:00:00 GMT-0800 (PST)
2005,Acura,TL,3.2,Sedan,automatic,19uua66205a024909,fl,1.9,1,blue,black,autonation toyota scion weston,10150,2600,Tue Jan 13 2015 10:00:00 GMT-0800 (PST)
2013,Acura,ILX,Premium Package,Sedan,automatic,19vde1f59de022306,nj,4.1,17030,silver,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",19800,19800,Wed Jan 14 2015 09:30:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f47cc007973,nj,3.7,31985,black,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",17050,17100,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2012,Acura,TL,Advance Package,Sedan,automatic,19uua8f78ca015959,nv,4.7,11961,silver,black,acura of las vegas,24800,25000,Fri Jan 09 2015 11:45:00 GMT-0800 (PST)
2012,Acura,TSX Sport Wagon,Technology Package,TSX Sport Wagon,automatic,jh4cw2h68cc000121,ga,4,32106,black,black,"ahfc/honda lease trust/hvt, inc. eot",18400,19200,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2012,Acura,TSX Sport Wagon,Base,TSX Sport Wagon,automatic,jh4cw2h56cc001372,pa,4.1,6536,white,beige,best auto wholesale,19800,20750,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2012,Acura,TSX,Special Edition,Sedan,automatic,jh4cu2f88cc004356,ga,4.2,29985,off-white,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",18000,19200,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2012,Acura,TSX,Special Edition,Sedan,automatic,jh4cu2f81cc009091,ga,4.2,31180,black,black,"ahfc/honda lease trust/hvt, inc. eot",17900,18900,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2010,Acura,RDX,SH-AWD,SUV,automatic,5j8tb1h25aa006926,md,3.9,65779,white,gray,tischer acura nissan,16800,16300,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2010,Acura,TSX,Base,Sedan,automatic,jh4cu2f60ac031921,ga,3.6,24273,black,tan,teamone toyota of gadsden,15300,16300,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2006,Acura,MDX,Touring,SUV,automatic,2hnyd18636h536784,pa,3.7,108352,silver,black,mercedes benz of pittsburgh,8125,8400,Wed Jan 14 2015 01:00:00 GMT-0800 (PST)
2004,Acura,MDX,Base,SUV,automatic,2hnyd18254h521746,ma,1.9,91546,silver,black,international motor group annex,6625,6300,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2012,Acura,MDX,Base,SUV,automatic,2hnyd2h20ch544730,fl,4.3,36040,silver,black,napleton's palm beach acura,26000,26500,Thu Jan 22 2015 02:05:00 GMT-0800 (PST)
2013,Acura,TL,Technology Package,Sedan,automatic,19uua8f52da001314,tx,4.2,26843,black,black,music city autoplex llc,23300,25000,Wed Jan 14 2015 02:20:00 GMT-0800 (PST)
2013,Acura,ILX,Premium Package,Sedan,automatic,19vde1f51de016807,nv,4.1,38882,black,beige,"ahfc/honda lease trust/hvt, inc acuras",18450,18000,Fri Jan 16 2015 04:00:00 GMT-0800 (PST)
2012,Acura,MDX,Technology Package,SUV,automatic,2hnyd2h36ch515287,pa,4.9,32782,white,beige,adcock brothers inc,30100,32000,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2005,Acura,MDX,Touring,SUV,automatic,2hnyd18875h542071,nc,2.9,126793,green,gray,fleet lease remarketing,7075,7300,Mon Mar 09 2015 02:30:00 GMT-0700 (PDT)
2013,Acura,TSX Sport Wagon,Technology Package,TSX Sport Wagon,automatic,jh4cw2h60dc000762,il,4.2,11094,gray,black,american honda motor company,26100,24000,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
2012,Acura,TL,SH-AWD w/Technology Package,Sedan,automatic,19uua9f52ca006615,pa,3.4,55897,black,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",21000,21600,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2012,Acura,RDX,Technology Package,SUV,automatic,5j8tb2h54ca003356,il,3.9,44622,white,gray,"ahfc/honda lease/trust/hvt, inc. eot acuras",22500,21750,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
2012,Acura,TL,Technology Package,Sedan,automatic,19uua8f5xca022992,pa,3.2,35840,black,tan,"ahfc/honda lease/trust/hvt, inc. eot acuras",20700,18900,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2012,Acura,TL,Base,Sedan,automatic,19uua8f21ca011594,pa,3.1,31021,black,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",19000,19100,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2011,Acura,TL,Base,Sedan,automatic,19uua8f5xba003437,il,3.7,42358,silver,gray,"ahfc/honda lease/trust/hvt, inc. eot acuras",19150,18700,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
2005,Acura,TL,3.2,Sedan,automatic,19uua66205a039975,fl,1.9,1,gold,beige,hendrick honda bradenton,10500,4500,Thu Jan 22 2015 08:50:00 GMT-0800 (PST)
2011,Acura,TSX,Base,Sedan,automatic,jh4cu2f65bc014789,ga,3.5,29440,black,black,remarketing by ge/nextgear capital,15700,16000,Tue Jan 20 2015 05:10:00 GMT-0800 (PST)
2014,Acura,ILX,Base,Sedan,automatic,19vde1f32ee011809,nv,4.7,6353,white,black,"ahfc/honda lease trust/hvt, inc acuras",19000,19900,Thu Jan 15 2015 16:00:00 GMT-0800 (PST)
2012,Acura,TL,Technology Package,Sedan,automatic,19uua8f57ca018897,il,3.5,34104,white,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",20800,21100,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
2012,Acura,TL,Base,Sedan,automatic,19uua8f22ca018697,il,3.9,36053,gray,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",18700,19000,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
2003,Acura,RSX,Type-S,Hatchback,manual,jh4dc53053s002688,fl,1.9,95295,black,black,zimmerman auto brokers inc,5075,2500,Fri Jan 16 2015 01:30:00 GMT-0800 (PST)
2007,Acura,RDX,Base,SUV,automatic,5j8tb18237a025032,fl,1.9,111797,gray,gray,santander consumer,9600,7000,Thu Jan 29 2015 01:35:00 GMT-0800 (PST)
2007,Acura,TSX,Base,Sedan,automatic,jh4cl96927c009613,fl,1.9,164902,red,black,courtesy kia of brandon,4750,4300,Thu Jan 22 2015 08:20:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f68cc017106,fl,4.9,42814,gray,gray,lauderdale imports ltd bmw pembrok pines,17650,18100,Fri Jan 23 2015 01:35:00 GMT-0800 (PST)
2014,Acura,MDX,SH-AWD w/Technology Package,SUV,automatic,5fryd4h40eb001193,in,4.1,40379,black,black,honda manufacturing of alabama,38500,37000,Thu Jan 22 2015 02:10:00 GMT-0800 (PST)
2013,Acura,RDX,Base,SUV,automatic,5j8tb4h31dl005470,ne,3.9,41596,black,tan,willis cadillac inc,25300,25300,Thu Jan 22 2015 03:00:00 GMT-0800 (PST)
2014,Acura,ILX,Base,Sedan,automatic,19vde1f33ee008269,ca,3.9,14696,gray,black,american honda motor company,18350,20100,Thu Jan 29 2015 04:00:00 GMT-0800 (PST)
2013,Acura,ILX,Technology Package,Sedan,automatic,19vde1f71de005257,fl,4.6,32448,gray,black,napleton's palm beach acura,19200,18300,Thu Jan 22 2015 02:05:00 GMT-0800 (PST)
2012,Acura,ZDX,Technology Package,Hatchback,automatic,2hnyb1h43ch500089,ca,4.2,27802,gray,brown,"ahfc/honda lease trust/hvt, inc. eot",29400,30000,Thu Jan 29 2015 04:00:00 GMT-0800 (PST)
2012,Acura,ZDX,Technology Package,Hatchback,automatic,2hnyb1h46ch500183,nv,4.4,20803,black,black,findlay acura,29400,30000,Thu Jan 22 2015 06:30:00 GMT-0800 (PST)
2008,Acura,MDX,Base,SUV,automatic,2hnyd28608h553728,nj,2.2,86995,white,tan,bmw of mount laurel,15750,15300,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2001,Acura,CL,3.2,Coupe,automatic,19uya424x1a019370,fl,2.8,63796,white,gray,extreme automotive corp,2825,4600,Fri Jan 23 2015 01:30:00 GMT-0800 (PST)
2012,Acura,TL,Base,Sedan,automatic,19uua8f29ca021208,nj,3,23722,black,black,"ahfc/honda lease trust/hvt, inc. eot",19350,18700,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f4xcc012746,nj,2.8,31160,silver,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",16850,15500,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
2012,Acura,TL,Technology Package,Sedan,automatic,19uua8f55ca024519,nc,4.3,22333,silver,gray,mercedes-benz of durham,22000,20900,Mon Feb 02 2015 01:30:00 GMT-0800 (PST)
2001,Acura,MDX,Base,SUV,automatic,2hnyd18241h537061,ga,1.9,151046,black,tan,just right auto deals,3175,3700,Tue Jan 27 2015 04:50:00 GMT-0800 (PST)
2012,Acura,TSX Sport Wagon,Base,TSX Sport Wagon,automatic,jh4cw2h5xcc004579,fl,3.9,15277,blue,black,acura of orange park,19350,20100,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2012,Acura,MDX,Technology Package,SUV,automatic,2hnyd2h31ch550092,fl,4.1,45448,silver,black,toyota of orlando,28000,29000,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f6xcc009671,oh,4.8,38538,white,tan,chevrolet of dublin,17700,18100,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2008,Acura,TL,Type-S,Sedan,automatic,19uua76588a041395,ny,2.9,94139,gray,gray,santander consumer,14650,13000,Wed Jan 28 2015 01:50:00 GMT-0800 (PST)
2007,Acura,MDX,Base,SUV,automatic,2hnyd28817h532869,ca,3.3,64757,burgundy,black,hoehn buick gmc cadillac,14900,18500,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2007,Acura,TL,Type-S,Sedan,automatic,19uua76627a040153,ca,2.8,85549,black,black,skyhigh remarketing inc,12400,13800,Wed Jan 28 2015 04:15:00 GMT-0800 (PST)
2004,Acura,RSX,Base,Hatchback,automatic,jh4dc54844s006334,tx,1.9,125068,red,gray,meridian remarketing,4125,4500,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2014,Acura,MDX,Technology Package,SUV,automatic,5fryd3h46eb002410,ca,3.6,24614,black,beige,bmw north scottsdale,40200,38000,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2014,Acura,MDX,Advance and Entertainment Packages,SUV,automatic,5fryd3h84eb013862,az,4.6,3050,silver,gray,american honda motor company,43700,38500,Thu Jan 29 2015 03:00:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f47cc007732,il,4.1,25893,blue,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",17050,17800,Thu Feb 05 2015 02:00:00 GMT-0800 (PST)
2010,Acura,RDX,Base,SUV,automatic,5j8tb2h52aa004857,md,3.8,76840,black,gray,chrysler capital,15400,15500,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2005,Acura,TL,3.2,Sedan,automatic,19uua66205a031956,va,2.3,153046,silver,black,university of virginia community credit union,5500,5000,Thu Feb 12 2015 01:20:00 GMT-0800 (PST)
2002,Acura,TL,3.2,Sedan,automatic,19uua56672a053204,fl,3.7,64658,gold,beige,xtreme auto wholesalers inc,3850,5200,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2013,Acura,ILX,Premium Package,Sedan,automatic,19vde1f52de013656,mo,4.7,37473,gray,black,newbold toyota,18200,18900,Tue Feb 03 2015 03:00:00 GMT-0800 (PST)
2014,Acura,ILX,Premium Package,Sedan,manual,19vde2e57ee000460,ca,4.8,8599,black,black,sierra acura of alhambra,19650,21000,Thu Feb 05 2015 12:00:00 GMT-0800 (PST)
2005,Acura,TL,3.2,Sedan,automatic,19uua66225a054428,ca,3.8,74143,gold,gold,american road leasing inc,9150,11000,Wed Feb 04 2015 04:15:00 GMT-0800 (PST)
2011,Acura,TSX,Base,Sedan,automatic,jh4cu2f64bc016842,tx,4.4,60305,silver,black,hopper motorplex inc,17000,17000,Wed Feb 04 2015 02:15:00 GMT-0800 (PST)
2005,Acura,TSX,Base,Sedan,automatic,jh4cl96935c027468,md,3.4,146406,gray,black,jim coleman cadillac infiniti,5775,5400,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2012,Acura,TL,Technology Package,Sedan,automatic,19uua8f57ca025977,ca,4.2,40069,black,black,"ahfc/honda lease trust/hvt, inc. eot",20100,22000,Thu Feb 12 2015 04:00:00 GMT-0800 (PST)
2011,Acura,TL,Base,Sedan,automatic,19uua8f27ba002669,il,3.7,57938,gray,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",16450,18100,Thu Feb 05 2015 02:00:00 GMT-0800 (PST)
2008,Acura,MDX,Base,SUV,automatic,2hnyd28608h548979,nc,3.5,99273,silver,gray,crossroads nissan of wake forest,14950,15200,Mon Feb 09 2015 01:00:00 GMT-0800 (PST)
2008,Acura,TL,Base,Sedan,automatic,19uua66208a010609,mn,3.5,112412,black,black,feldmann imports inc,9125,9300,Wed Feb 04 2015 02:30:00 GMT-0800 (PST)
2004,Acura,TL,3.2,Sedan,automatic,19uua66264a037419,fl,1.9,9869,gray,beige,westlake financial services,7975,3100,Thu Feb 05 2015 07:00:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f49cc023706,pr,3.6,15503,white,beige,men car auto sales,17800,21600,Thu Feb 05 2015 03:00:00 GMT-0800 (PST)
2012,Acura,MDX,Base,SUV,automatic,2hnyd2h25ch517491,ca,2.2,31472,black,black,mountain motors inc,26000,24000,Thu Feb 05 2015 04:00:00 GMT-0800 (PST)
2012,Acura,MDX,Technology and Entertainment Packages,SUV,automatic,2hnyd2h48ch518880,pa,4.3,40716,gray,gray,maritime motors of fairfield inc,29300,28900,Fri Feb 06 2015 01:30:00 GMT-0800 (PST)
2012,Acura,TSX,Special Edition,Sedan,automatic,jh4cu2f83cc006063,nj,3.8,32741,white,black,"ahfc/honda lease trust/hvt, inc. eot",18200,17400,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2012,Acura,TSX,Special Edition,Sedan,manual,jh4cu2e84cc015176,nj,4.1,23107,black,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",18000,19000,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2009,Acura,MDX,Base,SUV,automatic,2hnyd28629h514723,ca,3.5,49543,white,beige,onemain rem/m&m auto traders,21400,21250,Thu Feb 05 2015 04:00:00 GMT-0800 (PST)
2013,Acura,ILX,Technology Package,Sedan,automatic,19vde1f7xde002194,nj,3.5,32387,gray,black,"ahfc/honda lease trust/hvt, inc. eot",19000,19000,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2012,Acura,MDX,Technology Package,SUV,automatic,2hnyd2h31ch514922,ca,4.3,37544,gray,black,"ahfc/honda lease trust/hvt, inc. eot",29500,26750,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2012,Acura,MDX,Advance Package,SUV,automatic,2hnyd2h60ch526294,wi,3.6,28785,gray,black,merchants automotive group,33000,34000,Wed Feb 11 2015 02:00:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f46cc013506,hi,2.9,29976,burgundy,tan,"ahfc/honda lease trust/hvt, inc. eot",16750,16750,Wed Feb 11 2015 06:35:00 GMT-0800 (PST)
2012,Acura,MDX,Technology Package,SUV,automatic,2hnyd2h34ch526174,ga,2.5,38180,gray,gray,"ahfc/honda lease/trust/hvt, inc. eot acuras",29400,26200,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2005,Acura,MDX,Touring,SUV,automatic,2hnyd18975h505322,tn,2.3,223502,white,tan,wholesale inc # 2,2750,2600,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
2013,Acura,MDX,Base,SUV,automatic,2hnyd2h28dh501352,fl,4.5,33290,silver,gray,rick case honda,26600,28000,Tue Feb 10 2015 01:15:00 GMT-0800 (PST)
2012,Acura,TSX,Special Edition,Sedan,automatic,jh4cu2f82cc024148,ca,2.1,46489,black,black,"ahfc/honda lease trust/hvt, inc. eot",17000,16400,Thu Feb 12 2015 04:00:00 GMT-0800 (PST)
2012,Acura,MDX,Base,SUV,automatic,2hnyd2h2xch509208,pa,3.8,22200,gray,black,sports car leasing,26900,28500,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
2004,Acura,TL,3.2,Sedan,automatic,19uua66214a020642,tx,3.1,101268,white,beige,rii,6400,7200,Thu Feb 12 2015 03:00:00 GMT-0800 (PST)
2005,Acura,MDX,Base,SUV,automatic,2hnyd18255h538077,md,3.9,120425,gray,black,santander consumer,7075,5300,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2012,Acura,MDX,Technology Package,SUV,automatic,2hnyd2h39ch526073,pa,4.1,58774,charcoal,black,r hollenshead auto sales inc,26900,25500,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f60cc002387,hi,3.9,29385,black,black,"ahfc/honda lease trust/hvt, inc. eot",18300,19750,Wed Feb 18 2015 06:35:00 GMT-0800 (PST)
2008,Acura,TSX,Base,Sedan,automatic,jh4cl96858c007654,md,3.5,87836,black,black,carbiz,10850,9800,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2012,Acura,MDX,Base,SUV,automatic,2hnyd2h22ch505900,ca,4.2,33960,black,black,high bid trading co inc,26100,28000,Wed Feb 18 2015 04:15:00 GMT-0800 (PST)
2012,Acura,MDX,Base,SUV,automatic,2hnyd2h26ch505611,ca,3.5,32309,black,black,aaero sweet company,26200,28600,Wed Feb 18 2015 04:00:00 GMT-0800 (PST)
2012,Acura,TSX,Special Edition,Sedan,automatic,jh4cu2f85cc012575,wa,2.3,32216,black,black,acura of seattle,17900,19000,Wed Feb 25 2015 05:20:00 GMT-0800 (PST)
2005,Acura,MDX,Touring,SUV,automatic,2hnyd18815h549341,ga,3.7,101649,beige,tan,nalley lexus roswell,7500,8100,Tue Mar 03 2015 05:00:00 GMT-0800 (PST)
2002,Acura,TL,3.2 Type-S,Sedan,automatic,19uua56992a038715,wa,1,1,blue,black,charitable adult rides services/car donating is,4375,900,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2013,Acura,ILX,Premium Package,Sedan,automatic,19vde1f58de016609,ca,4.4,42629,white,beige,luxury cars inc,17500,18500,Tue Feb 17 2015 04:30:00 GMT-0800 (PST)
2003,Acura,MDX,Touring,SUV,automatic,2hnyd188x3h542319,oh,1,1,silver,gray,auto outlet llc,5850,1100,Tue Feb 17 2015 05:00:00 GMT-0800 (PST)
2012,Acura,TL,Base,Sedan,automatic,19uua8f23ca026159,pa,4.3,20176,black,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",19400,20200,Fri Feb 20 2015 01:00:00 GMT-0800 (PST)
2007,Acura,MDX,Base,SUV,automatic,2hnyd28457h533732,ca,3.5,68900,gray,gray,mckenna audi/mckenna bmw,16750,19250,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2012,Acura,TSX,Special Edition,Sedan,automatic,jh4cu2f89cc021747,sc,3.1,29261,white,black,andrew thomas motorcars,18000,17500,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2012,Acura,TL,Base,Sedan,automatic,19uua8f21ca021364,ca,3.4,21474,silver,beige,"ahfc/honda lease trust/hvt, inc. eot",19200,21300,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2012,Acura,TSX,Special Edition,Sedan,automatic,jh4cu2f8xcc014127,ca,4.3,22319,black,black,"ahfc/honda lease trust/hvt, inc. eot",18450,18600,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2011,Acura,TSX,Base,Sedan,automatic,jh4cu2f64bc011897,ca,3.5,27979,black,black,"ahfc/honda lease trust/hvt, inc.",17600,19500,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2009,Acura,RL,Base,Sedan,automatic,jh4kb26669c001299,pa,1.9,70326,black,silver,"ahfc/honda lease trust/hvt, inc acuras",15850,15000,Fri Feb 20 2015 09:00:00 GMT-0800 (PST)
2012,Acura,TL,Base,Sedan,automatic,19uua8f28ca017263,ga,3.3,28092,gray,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",18850,18100,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2012,Acura,TL,Base,Sedan,automatic,19uua8f21ca006489,ga,4.3,32016,black,tan,"ahfc/honda lease/trust/hvt, inc. eot acuras",18600,20400,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2008,Acura,MDX,Base,SUV,automatic,2hnyd28388h517307,pa,4,55050,silver,green,jersey motors inc,19800,19400,Fri Feb 20 2015 01:00:00 GMT-0800 (PST)
2013,Acura,RDX,Technology Package,SUV,automatic,5j8tb3h53dl001867,nj,4.5,34643,burgundy,gray,scott london auto sales of nj,26300,26250,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
1999,Acura,TL,3.2,Sedan,automatic,19uua564xxa018582,va,1,181679,gray,gray,automotive remarketing inc,1550,900,Wed Feb 25 2015 01:05:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f46cc013859,ca,3.6,28489,gray,black,"ahfc/honda lease trust/hvt, inc.",17050,18900,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2012,Acura,MDX,Technology and Entertainment Packages,SUV,automatic,2hnyd2h49ch533159,il,1.9,20749,black,black,mc grath imports inc,31700,26500,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f41cc012036,ga,3.3,34391,white,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",16600,15500,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f45cc011133,ca,2.8,24498,black,beige,acura of glendale,17300,17000,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
2008,Acura,TSX,Base,Sedan,automatic,jh4cl96968c004061,pa,3.4,64334,black,brown,los angeles japanese auto corp,11950,12000,Wed Feb 25 2015 01:00:00 GMT-0800 (PST)
2007,Acura,TL,Base,Sedan,automatic,19uua66217a026297,mo,2.8,92967,black,black,hendrick acura overland park,9450,11000,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
2005,Acura,TSX,Base,Sedan,automatic,jh4cl968x5c007242,ca,1.9,178030,red,black,audi san diego,4675,3900,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
2012,Acura,MDX,Technology Package,SUV,automatic,2hnyd2h32ch520373,fl,3.6,44622,silver,black,fountain auto mall,28800,26400,Wed Feb 25 2015 01:25:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f65cc019590,tn,3.5,45664,black,tan,wholesale inc # 2,16850,18250,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
2009,Acura,TSX,Base,Sedan,automatic,jh4cu26659c028055,co,2.5,88475,silver,black,gm financial,10650,13100,Tue Mar 03 2015 04:00:00 GMT-0800 (PST)
2010,Acura,TSX,Base,Sedan,automatic,jh4cu2f64ac021232,nj,3.4,60867,white,tan,bank of america,13800,14300,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
2012,Acura,TL,SH-AWD,Sedan,automatic,19uua9f22ca002618,ca,4.3,31777,gray,black,premium auto wholesale,22400,26250,Thu Mar 05 2015 04:00:00 GMT-0800 (PST)
2012,Acura,MDX,Technology and Entertainment Packages,SUV,automatic,2hnyd2h44ch508718,ca,3.2,48548,white,tan,mountain motors inc,28100,25750,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
